label,text
0,hi darlin i finish at 3 do u 1 2 pick me up or meet me text back on this number luv kate xxx
0,then you are eldest know
1,babe u want me dont u baby im nasty and have a thing 4 filthyguys fancy a rude time with a sexy bitch how about we go slo n hard txt xxx slo4msgs
0,thats cause your old i live to be high
0,no da  vijay going to talk in jaya tv
0,i dont have anybodys number i still havent thought up a tactful way to ask alex
0,sorry  i will be able to get to you see you in the morning
0,oktake careumma to you too
1,i want some cock my hubbys away i need a real man 2 satisfy me txt wife to 89938 for no strings action txt stop 2 end txt rec 150ea otbox 731 la1 7ws 
1,xxxmobilemovieclub to use your credit click the wap link in the next txt message or click here httpwap xxxmobilemovieclubcomnqjkgighjjgcbl
0,can help u swoop by picking u up from wherever ur other birds r meeting if u want
0,who were those people  were you in a tour  i thought you were doing that sofa thing you sent me  your curious sugar
0,nohe joined today itself
0,ü come lt 25 n pass to me lar
0,ü ready then call me
0,no da i am happy that we sit together na
0,wa u so efficient gee thanx
0,short but cute   be a good person  but dont try to prove  gud mrng
0,no idea i guess well work that out an hour after were supposed to leave since as usual nobody has any interest in figuring shit out before the last second
0,hello my love how goes that day  i wish your well and fine babe and hope that you find some job prospects i miss you boytoy  a teasing kiss
0,im late tellmiss im on my way
0,yup next stop
0,i dont thnk its a wrong calling between us
0,hey loverboy i love you  i had to tell  i look at your picture and ache to feel you between my legs  fuck i want you  i need you  i crave you 
0,love you aathilove u lot
0,im done just studyn in library
0,oh howda gud gud mathe en samachara chikku
0,send ur birthdate with month and year i will tel u ur life partners name and the method of calculation reply must
0,good evening how are you
0,many times we lose our best ones bcoz we are 
0,hi frnd which is best way to avoid missunderstding wit our beloved ones
0,happy new years melody
0,jay says that youre a doublefaggot
0,we have to pick rayan macleran there
0,now thats going to ruin your thesis
0,ill meet you in the lobby
0,hello they are going to the village pub at 8 so either come here or there accordingly ok
0,ok i wont call or disturb any one i know all are avoiding me i am a burden for all
0,oh icic k lor den meet other day
0,sir i have been late in paying rent for the past few months and had to pay a  ltgt  charge i felt it would be inconsiderate of me to nag about something you give at great cost to yourself and thats why i didnt speak up i however am in a recession and wont be able to pay the charge this month hence my askin well ahead of months end can you please help thanks
0,dai i downloaded but there is only exe file which i can only run that exe after installing
0,sorry ill call later
0,night has ended for another day morning has come in a special way may you smile like the sunny rays and leaves your worries at the blue blue bay gud mrng
0,its posible dnt live in  ltgt century cm frwd n thnk different
0,i think if he rule tamilnaduthen its very tough for our people
0,sorry brah just finished the last of my exams what up
0,you know wot people wear t shirts jumpers hat belt is all we know we r at cribbs
0,ok shell be ok i guess
0,sorry ill call later
0,can you talk with me
1,free entry into our 250 weekly competition just text the word win to 80086 now 18 tc wwwtxttowincouk
0,its worse if if uses half way then stops its better for him to complete it
0,somebody should go to andros and steal ice
1,urgent please call 09061213237 from a landline 5000 cash or a 4 holiday await collection t cs sae po box 177 m227xy 16
0,do u noe how 2 send files between 2 computers
0,hmm well night night 
0,they finally came to fix the ceiling
0,the affidavit says  ltgt  e twiggs st division g courtroom  ltgt  lttimegt  am ill double check and text you again tomorrow
0,im going for bath will msg you next  ltgt  min
0,waiti will come out ltgt  min
0,al he does is moan at me if n e thin goes wrong its my faultal de arguments r my faultfed up of him of himso y bother hav 2go thanxxx
0,was it something u ate
0,why did i wake up on my own gt
1,congratulations thanks to a good friend u have won the 2000 xmas prize 2 claim is easy just call 08718726971 now only 10p per minute btnationalrate
0,after my work ah den 6 plus lor u workin oso rite den go orchard lor no other place to go liao
0,sos any amount i can get pls
0,i walked an hour 2 c u doesnt that show i care y wont u believe im serious
0,reason is if the team budget is available at last they buy the unsold players for at base rate
0,i dont have any of your file in my bagi was in work when you called mei ll tell you if i find anything in my room
0,dear will call tmorrowpls accomodate
0,when are you going to ride your bike
0,pls speak with me i wont ask anything other then you friendship
0,sorry ill call later
0,kkim also finewhen will you complete the course
0,k ill drinkpa then what doing i need srs model pls send it to my mail id pa
0,you should get more chicken broth if you want ramen unless theres some i dont know about
1,hello darling how are you today i would love to have a chat why dont you tell me what you look like and what you are in to sexy
0,unless its a situation where you go gurl would be more appropriate
1,freemsg txt call to no 86888  claim your reward of 3 hours talk time to use from your phone now subscribe6gbpmnth inc 3hrs 16 stoptxtstop
0,well the weather in calis great but its complexities are great you need a car to move freely its taxes are outrageous but all in all its a great place the sad part is i missing home
1,urgent we are trying to contact u todays draw shows that you have won a 800 prize guaranteed call 09050001808 from land line claim m95 valid12hrs only
0,im tired of arguing with you about this week after week do what you want and from now on ill do the same
1,congrats 2 mobile 3g videophones r yours call 09063458130 now videochat wid ur mates play java games dload polyph music noline rentl bx420 ip4 5we 150p
0,yo im at my parents gettin cash good news we picked up a downstem
0,i am at a party with alex nichols
1,camera  you are awarded a sipix digital camera call 09061221066 fromm landline delivery within 28 days
0,as usual u can call me ard 10 smth
0,nope im not drivin i neva develop da photos lei
0,where at were hungry too
0,shes fine sends her greetings
0,havent shopping now lor i juz arrive only
0,ill be there on  ltgt  ok
0,good morning at the repair shopthe only reason im up at this hour
1,urgent we are trying to contact you last weekends draw shows that you have won a 900 prize guaranteed call 09061701939 claim code s89 valid 12hrs only
0,are you wet right now
0,dear are you angry i was busy dear
0,re your call you didnt see my facebook huh
0,good sleep is about rhythm the person has to establish a rhythm that the body will learn and use if you want to know more 
0,how come she can get it should b quite diff to guess rite
0,nothing but we jus tot u would ask cos u ba gua but we went mt faber yest yest jus went out already mah so today not going out jus call lor
0,is there coming friday is leave for pongaldo you get any news from your work place
1,someone has contacted our dating service and entered your phone because they fancy you to find out who it is call from a landline 09111032124  pobox12n146tf150p
1,guess what somebody you know secretly fancies you wanna find out who it is give us a call on 09065394514 from landline datebox1282essexcm61xn 150pmin 18
0,1 i dont have her number and 2 its gonna be a massive pain in the ass and id rather not get involved if thats possible
0,7 lor change 2 suntec wat time u coming
0,7 wonders in my world 7th you 6th ur style 5th ur smile 4th ur personality 3rd ur nature 2nd ur sms and 1st ur lovely friendship good morning dear
0,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true goodnite amp sweet dreams
0,sorry ill call later in meeting
0,your right ill make the appointment right now
0,i love you both too 
0,dare i ask any luck with sorting out the car
0,i will take care of financial problemi will help
0,get me out of this dump heap my mom decided to come to lowes boring
0,my new years eve was ok i went to a party with my boyfriend who is this si then hey
1,do you realize that in about 40 years well have thousands of old ladies running around with tattoos
0,nutter cutter ctter cttergg cttargg ctargg ctagg ie you
0,thanks it was only from tescos but quite nice all gone now speak soon 
0,645
0,r ü going 4 todays meeting
0,my exwife was not able to have kids do you want kids one day
0,oh ok i didnt know what you meant yep i am baby jontin
0,just sent it so what type of food do you like
1,want 2 get laid tonight want real dogging locations sent direct 2 ur mob join the uks largest dogging network bt txting gravel to 69888 nt ec2a 31pmsg150p
0,dnt worryuse ice pieces in a cloth packalso take 2 tablets
0,hi darlin i hope you had a nice night i wish i had come cant wait to see you love fran ps i want dirty anal sex and i want a 10 man gang bang
0,cuz ibored and don wanna study
0,hes an adult and would learn from the experience theres no real danger i just dont like peeps using drugs they dont need but no comment
0,ok c ü then
0,hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing 
1,fantasy football is back on your tv go to sky gamestar on sky active and play 250k dream team scoring starts on saturday so register nowsky opt out to 88088
0,today im not workin but not free oso gee thgt u workin at ur frens shop  
0,slaaaaave  where are you  must i summon you to me all the time now  dont you wish to come to me on your own anymore
0,im gonna miss u so much
1,ur tonexs subscription has been renewed and you have been charged 450 you can choose 10 more polys this month wwwclubzedcouk billing msg
1,not heard from u4 a while call 4 rude chat private line 01223585334 to cum wan 2c pics of me gettin shagged then text pix to 8552 2end send stop 8552 sam xxx
0,i av a new number   wil u only use this oneta
0,wat r u doing
0,dude ive been seeing a lotta corvettes lately
0,i promise to take good care of you princess i have to run now please send pics when you get a chance ttyl
1,sppok up ur mob with a halloween collection of nokia logopic message plus a free eerie tone txt card spook to 8007
0,i was wondering if it would be okay for you to call uncle john and let him know that things are not the same in nigeria as they r here that  ltgt  dollars is 2years sent and that you know its a strain but i plan to pay back every dime he gives every dime so for me to expect anything from you is not practical something like that
1,urgent your mobile no was awarded 2000 bonus caller prize on 5903 this is our final try to contact u call from landline 09064019788 box42wr29c 150ppm
0,that would be great well be at the guild could meet on bristol road or somewhere  will get in touch over weekend our plans take flight have a good week
0,doing my masters when will you buy a bb cos i have for sale and hows bf
0,lul im gettin some juicy gossip at the hospital two nurses are talking about how fat they are gettin and one thinks shes obese oyea
0,actually i deleted my old websitenow i m blogging at magicalsongsblogspotcom
0,are you in castor you need to see something
0,i thought we were doing a king of the hill thing there
0,ya srsly better than yi tho
1,call germany for only 1 pence per minute call from a fixed line via access number 0844 861 85 85 no prepayment direct access
0,superb thought be grateful that u dont have everything u want that means u still have an opportunity to be happier tomorrow than u are today
0,sat right okay thanks 
0,i always chat with you in fact i need money can you raise me
0,hey sweet i was wondering when you had a moment if you might come to me  i want to send a file to someone but it wont go over yahoo for them because their connection sucks remember when you set up that page for me to go to and download the format disc  could you tell me how to do that  or do you know some other way to download big files  because they can download stuff directly from the internet any help would be great my prey  teasing kiss
0,thats necessarily respectful
0,moji i love you more than words have a rich day
1,thanks for your ringtone order reference number x49your mobile will be charged 450 should your tone not arrive please call customer services 09065989182
0,i think steyn surely get one wicket
0,this phone has the weirdest auto correct
0,ü got wat to buy tell us then ü no need to come in again
0,and of course you should make a stink
0,oh my god im almost home
0,ü no home work to do meh 
0,hey congrats 2u2 id luv 2 but ive had 2 go home
0,ill be late
0,dude u knw also teluguthts gudk gud nyt
1,bloomberg message center 447797706009 why wait apply for your future httpcareers bloombergcom
0,ok try to do week end course in coimbatore
1,u 447801259231 have a secret admirer who is looking 2 make contact with ufind out who they rreveal who thinks ur so specialcall on 09058094597
0,lil fever now fine
0, says that hes quitting at least5times a day so i wudnt take much notice of that nah she didnt mind are you gonna see him again do you want to come to taunton tonight u can tell me all about 
0,like a personal sized or what
0,lara said she can loan me  ltgt 
0,water logging in desert geoenvironmental implications
0,i want to be inside you every night
0,argh why the fuck is nobody in town _
0,did you try making another butt
0,ugh fuck it im resubbing to eve
0,why i come in between you people
0,funny fact nobody teaches volcanoes 2 erupt tsunamis 2 arise hurricanes 2 sway aroundn no 1 teaches hw 2 choose a wife natural disasters just happens
1,well done your 4 costa del sol holiday or 5000 await collection call 09050090044 now toclaim sae tcs pobox334 stockport sk38xh cost150pm max10mins
0,fuck cedar key and fuck her come over anyway tho
0,ill see if i can swing by in a bit got some things to take care of here firsg
0,r u over scratching it
0,now that you have started dont stop just pray for more good ideas and anything i see that can help you guys ill forward you a link
0,i am joining today formallypls keep prayingwill talk later
1,a 400 xmas reward is waiting for you our computer has randomly picked you from our loyal mobile customers to receive a 400 reward just call 09066380611 
0,was gr8 to see that message so when r u leaving congrats dear what school and wat r ur plans
0,omg i want to scream i weighed myself and i lost more weight woohoo
0,yo dude guess who just got arrested the other day
0,dunno cos i was v late n when i reach they inside already but we ate spageddies lor its e gals who r laughing at me lor
0,i liked your new house
0,haha just kidding papa needs drugs
0,aight yo dats straight dogg
0,mum hope you are having a great day hoping this text meets you well and full of life have a great day abiola
0,i have lost 10 kilos as of today
0,oh godtaken the teethis it paining
0,kallis wont bat in 2nd innings
0,why is that princess i bet the brothas are all chasing you
1,you have an important customer service announcement call freephone 0800 542 0825 now
0,actually i decided i was too hungry so i havent left yet v
0,we are pleased to inform that your application for airtel broadband is processed successfully your installation will happen within 3 days
0,sicomo nolistened2the plaid albumquite gdthe new air1 which is hilariousalso boughtbraindancea compofstuff on aphexs abelu hav2hear itc u sn xxxx
0,omg if its not one thing its another my cat has worms  when does this bad day end
0,he said that he had a right giggle when he saw u again you would possibly be the first person2die from nvq but think how much you could for 
0,ok then i will come to ur home after half an hour
0,it just seems like weird timing that the night that all you and g want is for me to come smoke is the same day as when a shitstorm is attributed to me always coming over and making everyone smoke
0,frndship is like a needle of a clock though v r in d same clock v r nt able 2 met evn if v meetitz only 4few seconds bt v alwys stay conected gud 9t
0,kkwhat are detail you want to transferacc no enough
0,aldrine rakhesh ex rtm herepls callurgent
0,you unbelievable faglord
0,my planning usually stops at find hella weed smoke hella weed
0,im still looking for a car to buy and have not gone 4the driving test yet
0,its so common hearin how r u wat r u doing how was ur day so let me ask u something different did u smile today if not do it now gud evng
0,i want to send something that can sell fast  ltgt k is not easy money
0,also tell him i said happy birthday
0,yup but not studying surfing lor im in e lazy mode today
0,oh ho is this the first time u use these type of words
0,aight ill hit you up when i get some cash
0,where do you need to go to get it
0,ahhh work i vaguely remember that what does it feel like lol
0,until 545 lor ya can go 4 dinner together
0,the new deus ex game comin early next yr
0,me too mark is taking forever to pick up my prescription and the pain is coming back
0,you have registered sinco as payee log in at icicibankcom and enter urn  ltgt  to confirm beware of frauds do not share or disclose urn to anyone
0,new theory argument wins d situation but loses the person so dont argue with ur friends just    kick them amp say im always correct
0,did u fix the teethif not do it asapok take care
0,that day you asked about anand number why
0,eat at old airport road but now 630 oredi got a lot of pple
0,there the size of elephant tablets  u shove um up ur ass
0,i reach home safe n sound liao
0,gods love has no limit gods grace has no measure gods power has no boundaries may u have gods endless blessings always in ur life gud ni8
0,thanks for looking out for me i really appreciate
0,buy one egg for me daplease
0,ok lor
1,for your chance to win a free bluetooth headset then simply reply back with adp
0,you at mu you should try to figure out how much money everyone has for gas and alcohol jay and i are trying to figure out our weed budget
1,text banneduk to 89555 to see cost 150p textoperator g696ga 18 xxx
0,ok i am on the way to railway
0,seriously tell her those exact words right now
0,rightio 1148 it is then well arent we all up bright and early this morning
0,sure i am driving but will reach my destination soon
0,hi its kate how is your evening i hope i can see you tomorrow for a bit but i have to bloody babyjontet txt back if u can  xxx
0,i like dis sweater fr mango but no more my size already so irritating
0,get ready to put on your excellent sub face 
0,kind of just missed train cos of asthma attack nxt one in half hr so driving in not sure where to park
0,as in different styles
1,this is the 2nd attempt to contract u you have won this weeks top prize of either 1000 cash or 200 prize just call 09066361921
0,blank is blank but wat is blank lol
0,no i am not having not any movies in my laptop
1,tddnewsletteremc1couk more games from thedailydraw dear helen dozens of free games  with great prizeswith
0,just havent decided where yet eh 
0,not yet chikkuk then wat abt tht guy did he stopped irritating or msging to u
0,they released vday shirts and when u put it on it makes your bottom half naked instead of those white underwear
0,and you will expect you whenever you text hope all goes well tomo 
0,if you are not coughing then its nothing
0,rofl betta invest in some  anti aging products
0,sounds great im going to sleep now have a good night
0,hope things went well at doctors  reminds me i still need 2godid u c d little thing i left in the lounge
0,shes fine i have had difficulties with her phone it works with mine can you pls send her another friend request
0,babe im answering you cant you see me  maybe youd better reboot ym  i got the photo  its great 
0,nimbomsons yep phone knows that one obviously cos thats a real word
0,i know dat feelin had it with pete wuld get with em  nuther place nuther time mayb
0,k must book a not huh so going for yoga basic on sunday
0,cps is causing the outages to conserve energy
0,discussed with your mother ah
0,love you aathilove u lot
0,great so should i send you my account number
1,urgent ur 500 guaranteed award is still unclaimed call 09066368327 now closingdate040902 claimcode m39m51 150pmmorefrommobile2bremovedmobypobox734ls27yf
0,do u ever get a song stuck in your head for no reason and it wont go away til u listen to it like 5 times
0,check wid corect speling ie sarcasm
1,urgent important information for 02 user today is your lucky day 2 find out why  log onto httpwwwurawinnercom there is a fantastic surprise awaiting you 
0,oops 4 got that bit
0,hello my boytoy  geeee i miss you already and i just woke up i wish you were here in bed with me cuddling me i love you 
0,i remet alex nichols from middle school and it turns out hes dealing
0,what time im out until prob 3 or so
0,then u drive lor
0,ok i shall talk to him
1,u have a secret admirer who is looking 2 make contact with ufind out who they rreveal who thinks ur so specialcall on 09058094565
0,naughty little thought its better to flirt flirt n flirt rather than loving someone n gettin hurt hurt n hurt gud nyt
0,haha good to hear im officially paid and on the market for an 8th
0,im leaving my house now
1,as a valued customer i am pleased to advise you that following recent review of your mob no you are awarded with a 1500 bonus prize call 09066364589
0,i felt sonot any conveying reason ese he what about me
0,u dont remember that old commercial
0,change again its e one next to escalator
1,update_now  xmas offer latest motorola sonyericsson  nokia  free bluetooth double mins  1000 txt on orange call mobileupd8 on 08000839402 or call2optoutf4q
0,k wen ur free come to my home and also tel vikky i hav sent mail to him also better come evening il be free today aftr 6pm
0,great so what attracts you to the brothas
0,yay finally lol i missed our cinema trip last week 
0,dunno y u ask me
0,its wylie you in tampa or sarasota
0,ok thanx
1,tells u 2 call 09066358152 to claim 5000 prize u have 2 enter all ur mobile  personal details  the prompts careful
0,i dun believe u i thk u told him
0,just got some gas money any chance you and the gang want to go on a grand nature adventure
1,hi there 2nights ur lucky night uve been invited 2 xchat the uks wildest chat txt chat to 86688 now 150pmsgrcvdhgsuite3422landsroww1j6hl ldn 18yrs
0,will do was exhausted on train this morning too much wine and pie you sleep well too
0,where is that one day training
0,i was gonna ask you lol but i think its at 7
0,you didnt hear it from me
0,what you did in  leave
0,what is this hex place you talk of explain
1,for taking part in our mobile survey yesterday you can now have 500 texts 2 use however you wish 2 get txts just send txt to 80160 tc wwwtxt43com 150p
0,i have a rather prominent bite mark on my right cheek
0,hey darlin i can pick u up at college if u tell me wen  where 2 mt love pete xx
0,am surfing online store for offers do you want to buy any thing
0,dude avatar 3d was imp at one point i thought there were actually flies in the room and almost tried hittng one as a reflex
0,the wine is flowing and im i have nevering
0,super msg danalla timing
0,midnight at the earliest
0,i sent them do you like
1,win a 1000 cash prize or a prize worth 5000
0,well done blimey exercise yeah i kinda remember wot that is hmm 
0,then ü ask dad to pick ü up lar ü wan 2 stay until 6 meh
0,oh did you charge camera
0,love it i want to flood that pretty pussy with cum
0,ugh i dont wanna get out of bed its so warm
0,well then you have a great weekend
0,so the sun is anti sleep medicine
0,ü comin to fetch us oredi
0,friends that u can stay on fb chat with
0,take some small dose tablet for fever
1,you have won 1000 cash or a 2000 prize to claim call09050000327
0,sorry ill call later
